temperature,delta_temp,gas_ppm,heart_rate,accel_magnitude,jerk,risk_score,risk_level
27.8,0.11,19.95,84.1,1.26,0.07,1.06,Low Risk
25.91,0.07,10.08,56.9,0.72,-0.26,0.0,Low Risk
17.87,0.43,1.38,85.6,1.0,-0.02,0.0,Low Risk
22.65,0.13,5.6,73.3,0.54,0.55,0.28,Low Risk
37.56,0.03,3.34,69.5,0.67,0.32,6.83,Low Risk
21.6,0.69,8.74,80.6,5.81,44.09,45.35,Medium Risk
28.95,-0.56,22.25,62.7,0.92,0.16,1.08,Low Risk
33.04,0.37,6.88,59.6,1.46,2.02,0.47,Low Risk
21.73,-0.74,6.82,40.0,1.11,0.65,21.29,Low Risk
28.92,-0.32,28.29,111.5,1.13,0.99,4.1,Low Risk
32.69,-0.51,10.3,90.0,0.73,-0.64,0.0,Low Risk
28.06,0.49,10.02,77.9,0.9,1.03,2.64,Low Risk
42.34,0.07,3.64,68.0,0.82,1.7,10.22,Low Risk
19.66,0.09,11.23,40.0,0.73,0.75,17.13,Low Risk
33.29,-0.45,10.29,66.9,1.17,-0.46,0.92,Low Risk
27.14,-0.05,6.07,92.9,1.22,1.01,0.49,Low Risk
31.86,-0.28,56.13,97.0,1.1,1.15,37.51,Low Risk
30.21,0.29,25.63,91.6,0.79,-0.06,0.0,Low Risk
24.33,-0.4,16.62,82.9,1.08,1.36,1.24,Low Risk
29.14,0.76,9.25,103.5,0.52,0.86,0.0,Low Risk
18.71,-0.74,7.44,74.1,1.33,-1.09,0.0,Low Risk
31.02,-0.3,2.45,99.5,0.68,0.03,0.0,Low Risk
29.49,0.94,4.38,73.1,0.72,0.23,0.42,Low Risk
31.19,-0.12,17.84,64.1,6.63,25.07,44.36,Medium Risk
33.29,-0.56,7.26,61.9,1.05,0.5,0.17,Low Risk
29.84,0.21,25.67,60.8,0.98,1.13,0.0,Low Risk
28.74,-0.14,1.92,91.9,0.72,1.16,0.0,Low Risk
23.59,-0.32,8.52,66.6,1.28,1.79,0.0,Low Risk
24.44,-0.45,12.49,61.4,0.58,0.77,0.0,Low Risk
33.93,1.48,8.73,92.8,0.63,1.68,2.6,Low Risk
35.18,-0.03,26.4,85.9,0.97,1.24,10.68,Low Risk
26.81,-0.86,54.75,97.3,0.68,1.48,35.4,Low Risk
28.23,0.85,1.48,89.2,1.31,1.78,1.46,Low Risk
23.48,0.41,1.67,66.4,0.71,0.23,1.22,Low Risk
33.86,-0.28,1.68,81.4,1.39,0.44,1.63,Low Risk
31.33,-0.37,13.72,82.3,1.26,-1.18,0.0,Low Risk
37.71,0.44,5.6,63.5,1.31,1.38,7.72,Low Risk
23.61,-0.02,15.86,60.1,1.47,1.32,0.0,Low Risk
26.11,-0.86,6.24,67.7,1.02,0.62,0.0,Low Risk
29.16,0.99,11.85,116.7,0.75,1.14,0.0,Low Risk
31.23,-0.12,17.63,72.6,0.97,1.36,0.16,Low Risk
26.92,0.85,9.53,102.2,0.86,0.52,0.0,Low Risk
23.64,0.74,9.31,71.6,0.82,0.84,0.0,Low Risk
32.41,-0.4,1.11,96.0,1.04,0.49,0.0,Low Risk
31.61,0.62,6.35,96.2,0.92,0.42,0.3,Low Risk
23.42,-0.23,9.47,97.1,6.81,37.9,46.24,Medium Risk
34.78,-0.83,7.44,87.0,0.94,-0.62,2.5,Low Risk
33.85,-0.11,27.73,104.8,1.14,-0.53,6.54,Low Risk
28.67,0.3,28.44,86.8,1.24,0.44,5.23,Low Risk
28.4,-0.13,20.71,110.8,0.6,-0.4,3.45,Low Risk
30.77,-0.05,5.65,50.8,0.92,-0.26,3.16,Low Risk
23.69,0.67,15.16,86.3,0.96,-0.16,1.19,Low Risk
28.15,0.15,6.04,85.1,0.7,0.27,0.0,Low Risk
17.24,-0.32,3.18,63.1,0.97,1.4,2.96,Low Risk
32.38,0.45,5.04,90.4,5.35,56.36,46.52,Medium Risk
20.19,0.2,0.88,53.2,1.13,0.54,0.0,Low Risk
35.52,-1.16,4.84,68.2,1.02,-0.24,9.22,Low Risk
26.35,0.31,7.41,44.0,0.78,0.46,19.37,Low Risk
26.94,0.3,37.34,108.1,1.5,0.0,21.58,Low Risk
24.86,0.11,4.51,75.8,1.21,0.35,0.0,Low Risk
26.56,0.55,27.93,119.0,1.14,-0.74,3.24,Low Risk
35.09,-0.24,3.12,94.5,4.92,27.06,42.74,Medium Risk
15.56,0.27,2.54,88.1,1.06,0.55,0.0,Low Risk
34.38,-0.68,8.78,69.4,1.32,0.62,5.99,Low Risk
29.69,0.3,13.4,61.2,1.01,1.27,0.0,Low Risk
21.96,1.08,0.54,89.4,1.0,-0.63,0.0,Low Risk
22.62,-0.4,3.0,78.7,1.16,-0.37,2.5,Low Risk
36.38,-0.28,7.3,55.9,1.39,1.83,6.89,Low Risk
23.27,-0.26,4.82,52.7,1.38,0.94,0.27,Low Risk
22.23,0.16,14.96,62.7,1.15,-1.04,0.0,Low Risk
33.69,-0.43,8.59,112.8,1.13,0.36,0.51,Low Risk
29.69,0.31,2.1,119.8,1.17,1.35,0.0,Low Risk
23.31,0.52,26.98,83.7,1.25,2.17,0.0,Low Risk
29.08,0.37,4.16,82.7,1.32,1.75,1.6,Low Risk
22.87,-0.78,15.76,73.9,0.94,0.14,1.22,Low Risk
33.5,0.6,18.16,63.2,1.33,0.4,3.09,Low Risk
33.31,0.57,39.61,104.8,1.09,-0.95,19.79,Low Risk
30.66,0.52,8.28,113.7,1.16,0.58,1.41,Low Risk
29.81,0.29,11.48,63.9,1.35,0.66,0.0,Low Risk
36.81,0.21,4.89,78.5,1.19,1.23,9.69,Low Risk
28.0,0.62,13.61,71.9,1.23,-1.26,0.0,Low Risk
22.09,1.06,7.47,72.4,0.9,-0.24,0.16,Low Risk
30.25,-0.38,6.91,101.3,1.37,0.32,1.26,Low Risk
38.43,0.64,23.21,56.4,1.17,1.2,4.87,Low Risk
22.93,0.06,0.62,88.4,1.03,0.18,0.0,Low Risk
26.19,0.04,25.64,93.1,1.28,2.39,0.0,Low Risk
30.08,-0.67,22.93,77.4,1.65,-0.36,0.0,Low Risk
27.73,-0.04,8.47,96.1,0.71,0.11,0.81,Low Risk
23.09,-0.4,8.08,82.7,0.8,-0.37,3.44,Low Risk
33.61,-0.13,5.39,101.9,1.67,0.34,1.8,Low Risk
39.6,-0.45,61.74,52.6,1.11,0.88,41.9,Medium Risk
28.98,-0.12,1.41,73.7,1.05,0.65,1.36,Low Risk
23.48,-0.1,10.71,78.7,0.97,-0.19,0.0,Low Risk
20.26,0.15,13.74,40.0,1.3,1.48,19.99,Low Risk
29.29,-0.71,32.68,60.5,1.65,1.6,9.54,Low Risk
33.52,-0.62,18.18,65.4,0.83,-0.06,0.44,Low Risk
30.38,0.28,12.39,97.1,5.52,28.61,48.4,Medium Risk
27.99,-0.3,1.49,67.3,0.91,-0.38,0.76,Low Risk
25.05,0.64,5.62,65.3,1.18,0.53,0.0,Low Risk
22.54,0.21,1.79,94.7,1.31,0.53,0.0,Low Risk
32.17,0.4,25.57,50.9,1.41,-0.4,1.31,Low Risk
32.57,0.81,16.62,42.7,1.19,0.66,21.6,Low Risk
20.27,-0.05,17.0,73.5,1.63,0.4,0.0,Low Risk
35.95,-0.19,12.68,53.9,0.86,0.84,8.59,Low Risk
30.87,0.54,8.49,54.6,0.79,0.5,0.41,Low Risk
35.0,0.35,1.95,90.3,1.37,1.14,2.65,Low Risk
21.29,0.01,4.8,95.8,1.03,0.98,4.83,Low Risk
21.17,0.8,1.77,94.2,0.66,-0.29,0.87,Low Risk
27.26,-0.01,15.49,100.0,0.92,0.26,3.1,Low Risk
30.51,0.12,2.1,102.3,1.06,-0.15,2.49,Low Risk
36.98,0.11,14.53,41.7,0.84,1.83,31.51,Low Risk
31.53,-0.37,14.14,88.1,0.75,1.26,2.12,Low Risk
26.79,0.14,7.38,70.5,0.95,0.76,1.89,Low Risk
22.87,0.8,1.74,66.5,0.73,0.93,1.53,Low Risk
34.15,0.32,4.54,90.1,4.46,36.22,48.29,Medium Risk
23.18,0.12,4.63,48.9,0.51,0.62,18.87,Low Risk
36.14,0.02,14.46,48.5,1.02,-0.1,27.04,Low Risk
26.58,0.27,1.45,91.4,1.13,-0.03,0.0,Low Risk
35.95,0.47,21.2,88.8,0.98,0.99,7.79,Low Risk
31.39,0.4,17.18,82.5,1.27,-0.36,0.0,Low Risk
27.32,-0.07,2.47,64.2,0.66,-0.06,0.0,Low Risk
25.4,0.26,15.24,93.4,0.82,0.32,0.0,Low Risk
26.3,0.34,13.25,92.2,0.92,-0.71,3.99,Low Risk
30.14,-0.4,16.55,81.5,7.26,31.31,42.52,Medium Risk
28.39,0.18,2.51,58.8,1.05,1.03,0.86,Low Risk
25.03,-0.98,2.06,72.3,1.54,0.84,1.23,Low Risk
27.17,0.34,3.24,95.1,0.8,0.19,2.82,Low Risk
28.39,0.43,5.47,103.9,0.65,1.44,0.0,Low Risk
17.36,0.47,18.94,74.1,1.45,0.83,0.0,Low Risk
30.29,-0.1,16.07,75.5,0.64,1.29,1.92,Low Risk
23.1,0.25,31.16,77.1,1.17,1.34,10.94,Low Risk
22.23,0.81,0.73,84.9,0.76,0.12,0.74,Low Risk
19.56,0.81,0.14,69.5,0.48,-0.21,0.1,Low Risk
19.03,0.09,14.41,40.0,0.91,-0.3,19.93,Low Risk
21.22,0.17,3.93,101.5,1.22,0.55,0.0,Low Risk
24.45,0.66,4.88,112.3,0.69,-1.68,0.0,Low Risk
37.77,-0.65,9.5,69.0,1.14,-0.36,11.96,Low Risk
25.37,-0.06,1.3,60.8,1.19,-0.06,0.02,Low Risk
28.89,0.77,12.35,77.5,0.68,0.0,1.64,Low Risk
30.0,0.59,4.72,76.6,0.94,0.98,0.0,Low Risk
28.66,0.28,12.02,97.9,1.39,-0.65,0.0,Low Risk
27.61,-0.65,21.55,81.0,1.16,-0.86,0.0,Low Risk
22.02,0.08,2.25,65.7,0.93,-0.84,0.0,Low Risk
35.25,-0.19,32.06,56.3,1.1,0.92,17.02,Low Risk
37.04,0.27,9.08,95.6,0.83,0.03,7.82,Low Risk
19.59,-0.3,30.76,90.8,1.28,0.01,11.42,Low Risk
22.88,-0.41,2.79,99.1,1.28,1.89,0.0,Low Risk
26.6,-0.93,11.13,62.6,1.03,0.85,0.0,Low Risk
23.18,0.71,6.21,113.1,1.06,-0.08,0.0,Low Risk
30.53,-0.1,17.86,48.6,0.75,-0.61,21.46,Low Risk
24.36,0.18,11.17,92.8,0.66,2.01,0.0,Low Risk
38.83,0.1,8.19,45.6,0.91,0.69,24.86,Low Risk
33.95,-0.43,29.3,65.8,0.98,0.15,10.22,Low Risk
29.06,-0.53,5.68,108.1,1.27,0.66,3.2,Low Risk
33.13,-0.4,2.98,95.0,1.23,0.17,0.69,Low Risk
33.53,-0.26,11.24,70.2,1.05,0.91,0.0,Low Risk
25.18,0.28,11.74,70.7,1.3,-0.86,1.93,Low Risk
23.92,-0.3,6.94,81.8,0.76,0.18,2.19,Low Risk
28.39,0.97,8.0,89.3,1.27,-0.35,0.0,Low Risk
32.31,0.61,38.49,102.5,0.8,0.44,20.48,Low Risk
28.7,0.5,15.83,71.8,1.31,-0.26,0.62,Low Risk
20.12,0.04,1.41,51.0,1.0,0.02,0.0,Low Risk
23.99,0.86,2.86,82.8,0.5,0.06,3.11,Low Risk
27.63,-0.01,44.55,71.8,1.18,0.71,26.52,Low Risk
27.62,0.08,15.56,56.6,1.2,0.19,3.41,Low Risk
37.86,0.18,29.59,85.4,0.89,-0.31,17.09,Low Risk
21.07,0.45,4.35,76.2,0.91,0.83,1.43,Low Risk
30.53,0.42,16.25,85.5,0.96,2.17,0.97,Low Risk
35.45,-0.14,15.02,63.9,0.52,0.21,6.63,Low Risk
39.36,-0.17,4.19,88.8,0.41,1.54,1.37,Low Risk
25.98,0.42,9.6,56.3,1.33,-0.74,0.0,Low Risk
30.46,0.46,11.85,65.1,0.79,-0.11,3.4,Low Risk
30.85,-0.1,7.87,75.6,1.46,1.54,0.0,Low Risk
28.98,-0.69,21.07,111.4,1.34,0.67,0.0,Low Risk
27.51,-0.0,21.47,94.1,1.39,-0.07,0.0,Low Risk
30.18,0.41,22.81,99.4,5.44,41.04,46.24,Medium Risk
15.34,1.0,19.52,105.5,0.6,-0.33,0.0,Low Risk
31.41,-0.5,8.04,144.9,0.73,0.55,12.71,Low Risk
28.63,-0.11,5.76,80.7,0.89,1.25,0.0,Low Risk
26.89,-0.09,21.36,105.6,0.41,0.79,0.46,Low Risk
38.23,0.78,8.08,98.2,0.88,2.51,7.86,Low Risk
24.63,0.08,3.39,97.9,0.95,0.05,0.0,Low Risk
25.98,-0.35,8.5,111.9,0.68,1.06,0.0,Low Risk
37.96,0.38,1.84,72.5,0.74,1.2,7.4,Low Risk
23.84,-0.1,14.12,71.0,0.94,0.32,0.99,Low Risk
25.25,-0.51,4.91,85.8,1.09,-0.25,0.83,Low Risk
27.26,-0.35,3.62,76.7,0.78,1.43,0.0,Low Risk
32.2,0.97,37.62,85.7,1.07,0.1,20.32,Low Risk
29.04,0.29,18.0,108.1,1.03,1.01,0.06,Low Risk
21.54,0.15,18.56,71.4,1.01,0.84,0.0,Low Risk
25.34,-0.02,11.73,74.5,0.84,0.6,2.64,Low Risk
24.96,0.25,21.93,83.1,0.67,1.58,0.0,Low Risk
27.61,0.24,17.08,75.9,1.42,0.77,0.0,Low Risk
30.13,0.25,10.96,45.5,4.06,43.73,61.79,Medium Risk
30.09,0.16,38.97,69.6,1.25,0.82,20.0,Low Risk
19.12,0.53,2.55,92.4,0.98,0.56,2.37,Low Risk
33.32,0.11,34.46,105.9,0.96,0.2,17.0,Low Risk
29.26,-0.39,6.16,59.2,1.12,0.48,1.24,Low Risk
34.92,-0.21,9.02,59.1,0.54,0.99,2.45,Low Risk
30.22,-0.89,1.57,80.5,0.72,0.88,0.0,Low Risk
33.51,1.11,9.32,42.6,0.8,0.98,21.98,Low Risk
30.33,0.53,11.34,72.0,0.89,3.52,1.12,Low Risk
34.73,-0.32,72.91,48.8,0.78,0.1,65.58,Medium Risk
30.61,-0.04,44.36,104.6,1.08,-0.77,29.98,Low Risk
27.51,-0.22,40.72,66.2,1.02,0.17,23.29,Low Risk
39.36,0.87,5.14,109.8,1.35,0.22,8.94,Low Risk
32.45,-0.61,56.89,100.0,6.05,25.44,80.78,High Risk
30.87,0.16,7.29,68.4,0.68,0.3,0.0,Low Risk
21.62,0.05,22.91,60.7,1.04,1.09,0.0,Low Risk
21.56,0.51,2.93,76.5,1.04,-0.11,0.02,Low Risk
29.46,0.05,8.46,78.1,3.51,27.8,33.55,Low Risk
28.73,-0.78,40.58,86.2,0.73,-0.66,20.29,Low Risk
24.93,-0.03,35.26,66.0,0.77,0.5,11.12,Low Risk
28.7,-0.39,13.81,93.4,1.06,-0.15,2.87,Low Risk
35.94,0.14,19.18,84.8,3.88,59.8,49.99,Medium Risk
31.48,0.82,2.33,73.9,1.04,-1.14,0.0,Low Risk
22.29,-0.77,15.35,67.2,0.94,1.18,2.02,Low Risk
27.44,-0.3,11.55,76.7,1.04,0.19,2.34,Low Risk
23.98,-0.18,1.15,65.3,0.76,0.41,0.0,Low Risk
26.06,-0.09,1.44,81.1,1.04,0.83,0.54,Low Risk
25.93,0.47,1.38,81.5,0.78,-0.08,2.79,Low Risk
25.61,0.01,15.46,84.7,1.04,0.11,0.08,Low Risk
21.72,0.31,1.83,111.8,1.33,-0.91,2.21,Low Risk
27.36,-0.21,7.57,77.6,1.07,0.24,0.33,Low Risk
25.2,0.21,5.3,98.1,1.08,1.73,2.2,Low Risk
15.0,0.49,9.6,84.1,1.2,0.72,2.66,Low Risk
38.26,-0.27,14.71,75.7,0.65,-0.7,2.8,Low Risk
33.44,0.49,13.85,77.9,1.43,0.84,3.11,Low Risk
26.12,0.13,8.7,78.9,0.74,1.52,0.0,Low Risk
28.09,0.62,7.49,85.0,1.22,-0.31,0.55,Low Risk
22.14,-0.0,6.09,62.7,1.19,0.33,0.67,Low Risk
36.48,0.29,23.76,53.6,0.77,0.35,6.74,Low Risk
37.49,0.08,4.82,91.8,1.25,0.6,9.7,Low Risk
28.78,0.05,3.6,96.2,1.12,0.59,1.13,Low Risk
33.12,0.23,16.32,93.4,1.47,1.01,2.24,Low Risk
28.88,0.37,5.35,82.8,1.05,0.4,4.4,Low Risk
21.32,-0.52,22.53,93.8,0.97,1.49,0.0,Low Risk
25.94,0.82,4.77,92.8,0.87,-1.04,0.73,Low Risk
28.66,-0.83,14.53,94.2,0.56,-0.42,0.02,Low Risk
25.73,-0.24,0.55,64.5,0.92,1.69,0.0,Low Risk
26.91,0.05,5.84,60.3,0.93,0.12,0.0,Low Risk
27.54,0.31,5.05,73.0,1.07,0.95,0.0,Low Risk
27.6,0.89,20.36,79.7,0.64,0.4,1.67,Low Risk
28.26,-0.83,40.96,75.6,0.94,1.26,19.82,Low Risk
22.7,-0.15,7.41,46.2,1.14,0.83,17.25,Low Risk
24.41,-0.96,20.9,111.0,1.17,2.61,0.0,Low Risk
21.58,0.12,14.44,75.1,0.54,0.48,0.0,Low Risk
32.89,0.24,41.08,83.1,1.18,0.17,23.04,Low Risk
17.47,0.9,20.0,102.4,0.94,1.52,0.0,Low Risk
33.77,0.16,0.97,40.0,0.95,1.04,24.44,Low Risk
34.93,0.62,14.99,70.8,0.41,-0.15,4.05,Low Risk
26.49,0.39,9.2,73.0,1.37,1.2,1.94,Low Risk
15.0,-0.12,0.2,73.9,1.04,0.66,0.0,Low Risk
26.19,-0.6,3.47,76.9,0.62,0.57,0.0,Low Risk
27.68,0.24,30.57,106.0,1.09,0.85,6.06,Low Risk
22.95,-0.65,31.25,92.1,1.09,1.15,8.71,Low Risk
25.42,0.75,19.24,97.2,1.31,0.65,0.0,Low Risk
35.65,0.02,48.06,80.8,0.92,0.29,39.92,Low Risk
31.32,0.7,19.71,54.8,1.0,2.17,0.0,Low Risk
23.38,-0.14,0.12,42.6,0.84,0.47,23.38,Low Risk
20.01,0.23,4.07,52.5,1.15,1.57,0.0,Low Risk
26.36,0.2,0.37,86.5,0.8,0.05,0.0,Low Risk
26.93,0.08,1.19,80.6,0.78,-0.18,3.68,Low Risk
30.48,-0.12,2.96,76.2,0.98,1.28,0.0,Low Risk
25.32,0.3,8.4,73.4,0.69,0.3,0.0,Low Risk
30.56,-0.36,22.57,116.2,1.4,-1.05,0.0,Low Risk
37.68,-0.5,23.76,65.2,1.48,0.34,7.99,Low Risk
32.08,0.72,11.49,96.7,0.89,0.91,1.09,Low Risk
27.76,0.46,31.6,80.0,0.65,-0.06,10.28,Low Risk
27.08,0.13,8.32,78.9,1.08,-0.16,0.0,Low Risk
26.22,0.93,26.38,101.2,0.88,0.65,0.0,Low Risk
33.9,-0.03,7.26,106.3,3.97,34.11,42.34,Medium Risk
24.86,0.76,3.9,75.7,0.8,0.75,0.0,Low Risk
28.23,0.19,29.78,94.4,1.14,1.33,6.58,Low Risk
28.26,-0.41,5.89,86.6,1.03,1.54,0.24,Low Risk
25.49,1.02,8.4,80.1,0.83,-0.02,2.94,Low Risk
21.14,0.6,4.79,83.7,1.06,1.92,2.65,Low Risk
29.61,0.04,13.05,67.6,1.22,0.97,0.68,Low Risk
27.69,0.46,63.65,74.5,1.02,-0.04,37.75,Low Risk
30.5,-0.1,0.31,69.5,1.02,0.16,4.63,Low Risk
25.33,0.51,27.61,96.2,0.78,-0.06,5.06,Low Risk
34.1,-1.1,0.05,78.3,6.12,31.93,50.89,Medium Risk
23.62,-0.41,5.43,56.6,1.26,1.64,0.0,Low Risk
36.56,0.59,2.22,67.0,0.9,0.67,4.53,Low Risk
19.26,-0.02,16.99,40.0,0.97,1.02,21.02,Low Risk
30.17,0.2,0.62,71.1,1.35,0.58,0.03,Low Risk
30.38,-0.57,9.68,80.7,0.72,-0.71,3.3,Low Risk
24.02,1.02,4.19,77.5,1.15,0.78,0.0,Low Risk
30.12,0.7,1.72,115.6,0.86,1.26,0.0,Low Risk
34.4,-0.0,17.73,90.3,1.44,1.26,6.16,Low Risk
16.92,-0.1,2.94,89.5,1.02,1.37,0.0,Low Risk
30.51,0.61,3.04,50.4,1.32,0.54,0.0,Low Risk
15.53,1.09,3.86,73.4,0.81,-1.39,0.0,Low Risk
23.17,0.58,10.6,71.2,0.69,1.04,2.26,Low Risk
36.15,1.19,12.93,65.9,0.94,0.56,5.86,Low Risk
25.09,-0.36,0.21,65.6,1.07,2.1,0.0,Low Risk
22.13,-0.31,3.32,47.5,0.87,2.02,22.32,Low Risk
27.01,-0.49,6.77,57.0,1.19,1.38,0.0,Low Risk
38.34,0.32,4.84,95.7,0.95,-0.6,6.09,Low Risk
18.84,0.19,25.87,77.4,0.48,-0.39,3.77,Low Risk
22.74,0.02,18.6,70.9,1.14,0.92,0.0,Low Risk
35.49,0.5,11.8,79.9,5.66,30.64,51.68,Medium Risk
37.29,0.72,4.95,101.0,0.91,1.21,10.03,Low Risk
27.48,-0.66,14.47,80.1,1.39,1.24,0.0,Low Risk
21.8,-0.2,22.27,89.7,1.44,1.75,0.0,Low Risk
38.48,0.51,10.84,64.8,0.86,1.37,2.67,Low Risk
35.97,-0.13,18.42,68.9,1.14,0.19,8.13,Low Risk
31.39,-0.3,16.59,86.4,0.86,0.45,0.0,Low Risk
23.94,0.61,10.18,114.1,0.93,-0.18,0.53,Low Risk
27.75,-0.54,4.49,105.7,0.85,0.71,3.87,Low Risk
27.2,-0.05,16.43,90.5,0.57,-1.24,0.0,Low Risk
29.65,0.26,2.78,82.7,1.02,0.27,0.19,Low Risk
35.26,-0.19,18.14,105.2,1.07,1.06,5.14,Low Risk
32.4,0.49,19.59,94.3,0.83,0.99,0.0,Low Risk
22.61,-0.18,20.72,40.0,1.27,1.19,16.65,Low Risk
34.88,0.8,7.68,61.0,7.2,37.44,51.06,Medium Risk
29.57,0.04,2.57,86.1,0.84,-0.53,0.0,Low Risk
31.44,0.44,1.26,47.8,1.13,0.98,20.39,Low Risk
35.33,0.47,16.32,63.8,0.61,-0.26,4.71,Low Risk
22.44,-0.21,26.09,67.4,1.23,-0.44,4.01,Low Risk
27.82,-0.93,12.63,75.4,0.9,0.67,4.81,Low Risk
25.34,0.28,1.87,74.8,1.25,0.48,2.23,Low Risk
20.16,0.14,32.78,74.8,1.32,2.41,6.2,Low Risk
29.73,0.38,54.23,94.9,1.16,0.8,36.2,Low Risk
40.56,-0.01,6.82,75.2,0.8,0.64,9.15,Low Risk
18.8,-0.12,10.84,73.1,0.69,0.05,0.0,Low Risk
27.84,1.1,18.02,55.7,0.64,1.16,2.84,Low Risk
31.2,-0.64,16.0,98.4,1.28,0.48,0.0,Low Risk
28.62,0.47,41.22,67.9,0.97,0.08,20.21,Low Risk
27.43,-0.19,1.46,60.4,0.85,0.33,1.44,Low Risk
21.5,-0.07,10.43,83.8,0.97,0.23,0.92,Low Risk
29.16,-0.06,14.13,66.2,1.27,0.44,0.0,Low Risk
24.22,-0.3,26.5,70.5,1.19,2.3,4.7,Low Risk
17.05,0.39,24.87,84.7,5.64,55.71,41.29,Medium Risk
33.97,0.8,45.8,74.1,1.16,0.35,34.18,Low Risk
32.79,0.34,8.61,121.6,1.05,0.45,0.09,Low Risk
28.26,0.15,21.32,78.7,1.08,-0.62,3.52,Low Risk
29.15,-0.39,6.69,91.1,1.06,-0.94,1.64,Low Risk
33.37,0.36,6.58,45.0,1.0,1.1,21.37,Low Risk
29.12,1.18,3.51,64.5,1.19,1.08,0.0,Low Risk
32.52,-0.09,20.46,60.4,1.09,0.82,0.0,Low Risk
26.51,-0.09,51.07,62.8,0.78,1.69,35.16,Low Risk
34.56,-0.18,3.55,87.5,1.13,0.68,3.95,Low Risk
29.6,-0.14,0.69,98.6,1.06,1.15,2.11,Low Risk
28.97,-1.27,20.28,86.2,1.15,0.44,0.0,Low Risk
21.65,0.3,11.62,75.9,0.97,-1.5,0.73,Low Risk
29.43,-0.32,38.54,68.6,1.2,1.43,18.24,Low Risk
23.84,-0.71,3.49,100.0,0.98,-0.28,3.0,Low Risk
24.81,0.48,0.88,117.3,1.18,0.71,0.0,Low Risk
23.92,-0.44,8.14,82.4,0.89,-0.06,0.0,Low Risk
22.67,-0.07,1.07,96.9,0.9,0.71,0.0,Low Risk
38.62,0.83,3.64,86.2,1.15,1.84,4.82,Low Risk
34.66,-0.6,1.62,93.6,7.32,51.29,48.52,Medium Risk
37.6,-0.67,3.05,59.0,1.55,1.15,8.01,Low Risk
21.89,0.23,1.35,71.2,1.14,0.36,0.85,Low Risk
28.36,0.67,36.92,87.1,1.01,0.27,16.03,Low Risk
21.53,-0.69,3.92,101.8,1.2,0.26,0.0,Low Risk
24.52,0.3,7.04,65.3,6.18,54.87,44.16,Medium Risk
23.41,0.39,27.47,43.4,1.23,0.52,23.01,Low Risk
34.2,-0.93,13.57,71.0,1.22,1.05,2.16,Low Risk
26.02,0.5,11.55,98.2,1.31,0.36,0.0,Low Risk
33.34,0.54,14.67,51.5,0.89,1.31,0.0,Low Risk
31.02,-0.06,21.18,58.8,0.69,1.06,0.0,Low Risk
39.52,0.73,25.21,82.8,0.85,0.59,8.06,Low Risk
20.6,0.67,12.35,77.9,0.93,1.05,0.9,Low Risk
34.3,0.15,26.49,90.7,1.42,1.33,3.85,Low Risk
33.73,-0.13,9.2,57.9,1.55,1.98,3.57,Low Risk
23.13,-0.39,3.9,74.2,1.09,-0.06,0.0,Low Risk
33.04,0.08,25.45,101.5,1.0,1.21,1.89,Low Risk
29.68,0.38,9.36,58.5,0.91,1.05,0.0,Low Risk
26.86,-0.06,28.39,106.6,1.21,1.24,7.24,Low Risk
23.88,-1.0,0.49,60.8,1.55,0.13,3.19,Low Risk
24.4,0.73,6.08,95.3,1.45,0.58,0.65,Low Risk
38.25,0.2,35.43,73.3,1.28,0.12,14.69,Low Risk
28.0,-0.09,3.45,59.4,1.28,0.78,0.19,Low Risk
31.91,0.53,34.07,71.1,1.21,-0.19,11.15,Low Risk
24.05,0.86,36.92,89.8,0.99,1.59,14.02,Low Risk
24.1,-1.3,25.66,79.9,0.82,0.61,2.33,Low Risk
33.41,0.32,9.95,100.1,6.19,52.87,45.12,Medium Risk
21.25,-0.61,12.49,105.8,1.11,-0.03,0.0,Low Risk
25.92,0.35,24.45,58.7,0.64,0.66,0.0,Low Risk
28.17,0.16,17.95,57.4,0.96,0.58,2.13,Low Risk
28.56,0.42,11.93,56.5,0.79,1.03,3.02,Low Risk
27.1,-0.15,48.38,63.8,1.25,1.11,34.21,Low Risk
29.98,-0.84,13.89,99.9,0.86,-0.56,1.62,Low Risk
31.46,-0.13,44.5,90.1,1.08,1.45,24.62,Low Risk
31.67,0.3,0.71,70.2,0.82,1.21,0.0,Low Risk
23.07,0.61,1.8,79.8,1.4,-0.7,1.46,Low Risk
26.58,-0.49,7.21,105.3,0.57,1.65,0.0,Low Risk
33.97,0.61,5.83,114.3,1.12,-0.51,2.15,Low Risk
32.47,-0.22,18.32,84.7,0.68,0.72,0.0,Low Risk
21.14,0.28,2.1,40.0,0.87,0.26,19.4,Low Risk
29.76,-0.15,44.8,85.4,1.05,0.36,27.36,Low Risk
18.11,0.19,4.54,96.8,1.06,0.23,1.0,Low Risk
28.23,0.55,6.72,84.0,1.06,0.92,0.0,Low Risk
37.49,-0.51,3.85,93.1,1.04,-0.21,4.88,Low Risk
23.26,-0.24,10.39,86.4,0.84,1.25,2.46,Low Risk
23.83,0.19,0.73,57.8,0.96,0.93,2.15,Low Risk
31.82,1.3,1.95,64.0,1.01,0.37,0.0,Low Risk
20.29,-0.33,16.44,74.2,1.05,1.2,3.05,Low Risk
24.84,1.12,2.48,99.2,0.98,0.09,0.33,Low Risk
30.98,1.1,3.22,66.2,1.18,0.47,2.27,Low Risk
